Section 1 Header,Timestamp,Species,Location Header,GMU,County,District,Area,Region,Same Address,Incident Header,Incident Date,Incident Time,Complaint Type,Type of Property Damage,Service Provided,Hazing Method,Animal Data,Previous Ear Tag?,Ear Tag Side,Ear Tag Color,Ear Tag Number,Previous PIT tag #,Previous Collar,Sex,Age,Color,Further Response,Staff Assigned,Site Inspection Heading,Violation,Violation Action,Citation #,Marked Animal Heading,Capture Method,New Ear Tag Color,New Ear Tag Number,New PIT Tag (Dec),New Collar,Collar Manufacturer,Collar Type,Collar Frequency,Collar Code,Collar Serial #,Release Header,Release Date,Release Location,Seal #,Photos?,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Comments,Total Incidents
Bear/Lion Incident Report,11/5/2020 8:02,Black Bear,Incident Location,70,San Miguel,382 - Norwood,Area 18,SW,Y,Incident Information,11/5/2020,8:28:00 PM,Sighting,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Info only, no response needed. Call came into San Miguel Sheriff of bear attempting entry if house. RP and children barricaded in master bedroom. SMSO deputy unable to respond. WL382 responded knowing bear would be gone before arrival. RP stated that large bear pawed at locked french door windows. No potential for entry. Bear received no reward.",
Bear/Lion Incident Report,6/29/2020 9:40,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,6/27/2020,10:00:00 AM,Unsubstantiated,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/26/2020 14:34,Black Bear,Incident Location,44,Eagle,466 - Eagle S,Area 08,NW,Y,Incident Information,10/26/2020,1:34:00 AM,Food Source Property Damage,Other,"Advice/Phone Call , Trap Set",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/19/2020 16:44,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,10/19/2020,4:44:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/13/2020 19:43,Black Bear,Incident Location,30,Mesa,445 - Palisade,Area 07,NW,N,Incident Information,5/13/2020,7:35:00 PM,Sighting,,"No Action , Advice/Phone Call",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/17/2020 10:43,Black Bear,Incident Location,64,Delta,383 - Delta,Area 18,SW,Y,Incident Information,5/17/2020,10:43:00 AM,Food Source Property Damage,Outside Food Source,"Advice/Phone Call , Site Inspection , Trap Set , Relocated",,Y,N,,,,,,Male,Sub-Adult,Blonde,N,,Site Inspection,N,,,New Marked Animal,Cage Trap,Blue,750,2.42E+15,N,,,,,,Release Information,5/18/2020,"37.870351, -108.334443",,N,,,,,,"Bear destroyed refrigerator or freezer last night, returning and doing more damage at 10:40am.  RP concerned about additional damage and may shoot it.  Bear returned again at 4:50 PM.  Trap set at 5:00 PM.    Caught at 7:00 PM,  no PIT TAG. No PIT TAG no PIT Tag.  Bar code  is not correct but app would not save without it.  Bear released at Lone Cone SWA.",
Bear/Lion Incident Report,8/23/2020 13:17,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,,Incident Information,8/23/2020,6:35:00 AM,Sighting,,"Advice/Phone Call , Site Inspection",,Y,,,,,,,Unknown,Adult,Brown,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,WL124: RP emailed a report of an injured bear crawling on it's front legs. WL124 will look in the area to attempt to locate the bear.,
Bear/Lion Incident Report,6/4/2020 11:57,Black Bear,Incident Location,20,Boulder,122 - Longmont S,Area 02,NE,Y,Incident Information,6/2/2020,9:45:00 PM,"Food Source Property Damage , Sighting","Vehicles , Outside Food Source , Other","Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmQyMDEwNDJiLlBob3RvJTIwMS4xODA1NDguSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWNhMGVkNjI3NzhhNWY2Njc2YzdiOTQyYTk4N2FkZDUyNjJhZGFhNzNkZjM2NTdlYzE3YWJlYWY4NTg1NDcwOGMzMWExYzQ1MGVkMWZhYWFlYjMxZThiOWUyMWMyZTk0NA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmQyMDEwNDJiLlBob3RvJTIwMi4xODA1NDguSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWEzYjY2MTYxMzJiYTQ2MWYxNzljZTNiNTljZmJiMTUwMjgyMDVjNzk1NzZjZjA3MWQ5ZGIxYjAzNzEwZjc2ZThlMTczODI2MTM4OTA0YmI4NzhkMTk4NzU5YjQ3ZDYyYQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmQyMDEwNDJiLlBob3RvJTIwMy4xODA1NDguSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTU5ZGU2NGJlZTdlZjYwOTM0ZGYxOTc1ZjUwMDA0NDIyYmM3ZGNiNzgzOGQ4Zjg3ZTliMGRhNWE1NjM0YWQ4NTFhODVjMGVkOGYxOGJiYTQ2MDU1OWZjYTUxOTM4Y2U5NQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmQyMDEwNDJiLlBob3RvJTIwNC4xODA1NTIuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTA4NTllMzE3ODkxMjdiMzg1MWNiNjJiNTFjNTZkODRjYmFlOGM0NDRmZWIxZTFmMGJkMWFkODM5MzI0NjYwYzc5YzRmMDRlNDljZGE0OWQxMDM0YWQyMzU4MDhhMzVlMg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmQyMDEwNDJiLlBob3RvJTIwNS4xODA1NTMuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWVkZmY3NGZiNzZkNWQwMzAzYmVjNGRmMDUwNDE1NjY4MGM5M2U1MGViMmMzZTRlN2IzOGUzMzM2MDk4YmRiZDdjZTg2MTcwOWY2MmUzM2VlMDA4ZjhiMGYzM2QwMzQ1NA==&w=600,,
Bear/Lion Incident Report,9/17/2020 9:09,Black Bear,Incident Location,77,Archuleta,325 - Pagosa Spgs W,Area 15,SW,Y,Incident Information,9/16/2020,9:35:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/5/2020 15:33,Black Bear,Incident Location,134,Las Animas,227 - Trinidad E,Area 11,SE,Y,Incident Information,10/5/2020,3:33:00 PM,Sighting,,"Site Inspection , Hazed , Pyrotechnics",Less lethal round,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,"RP stated that bear came into barnyard last 2 nights, broke into duck house but didn't take any ducks. Worried about other fowl livestock",
Bear/Lion Incident Report,9/9/2020 12:02,Black Bear,Incident Location,461,Jefferson,524 - Conifer,Area 01,NE,Y,Incident Information,9/9/2020,12:00:00 AM,Food Source Property Damage,Trash,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjY0YzY2ZWZkLlBob3RvJTIwMS4xOTAxMzMuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTQ0ZmM1MmFhMDg5ZWIwMzk2MjMwMDI1NmEwMTM4NmMyOTEyMzk0NTFjNzdmNzE1ZmNiMThjZTJmZmUyNWZlMWY5NzU5YzllOGQwM2U2YzcxYjk2ZjBkMTc4NzJiNjc2Mw==&w=600,,,,,,
Bear/Lion Incident Report,6/23/2020 10:37,Black Bear,Incident Location,15,Routt,494 - Yampa,Area 10,NW,Y,Incident Information,6/22/2020,8:30:00 PM,"Food Source Property Damage , Aggressive Behavior","Outside Food Source , Other","Advice/Phone Call , Site Inspection , Trap Set",,Y,,,,,,,Unknown,Adult,Cinnamon,Y,Adam.gerstenberger@state.co.us,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjFjYThhZTNjLlBob3RvJTIwMS4xNjQzNDUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWVhYzJmOTkyMWVlMTI5YjRjMTYxZjJhZjY2NjA3MDAyNTEwYjgyY2RkNDIxNjdjNTQxMmVkYzRkYTZiMzI5MjJjMWUyNmQ0MDJlOWJkZDQ0NWRjM2U1NTdhNTAyNWEyOA==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjFjYThhZTNjLlBob3RvJTIwMi4xNjQ1NTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWY4MmQwMWY2OGY1OGEwYWYwZmU1OTQ0NWViZWJmZmJjNTVmNTNjMzgwNGQxYzAwYjMwNGU4NjM2MzYxZGU0NjY4YzY4YzcwMTUzNjdlYjRjYTMyZTNlYjVjMWZkYzU0Yw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjFjYThhZTNjLlBob3RvJTIwMy4xNjQ1NTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWNiNjBjMDZiMGU4YjQ2NTQzZGExYTM4YjJlOTkxYzI1ZGNlNTBhOTlmZDQzMjhlY2ZlYTMyMjBhOTUxZDllMjQxMDg2YzYwYzY2MWYwNmZkMjZhNGUxMWZjNTUwZmZlYQ==&w=600,,,Bear climbed up house and onto deck with no stairs for bird feeders. It entered the house with no residents inside and caused damage to property. Trap set 6/22,
Bear/Lion Incident Report,6/24/2020 14:51,Black Bear,Incident Location,14,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,6/23/2020,1:30:00 PM,Sighting,,"Advice/Phone Call , Site Inspection , Pyrotechnics",,Y,Y,Left,,,,,Unknown,Sub-Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,RP stated she was concerned as she had a bear in a dumpster near her home.  She was worried and she,
Bear/Lion Incident Report,9/30/2020 8:25,Black Bear,Incident Location,444,Garfield,463 - Basalt,Area 08,NW,Y,Incident Information,9/29/2020,9:30:00 AM,Non-Food Property Damage,,"Advice/Phone Call , Pyrotechnics",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/19/2020 13:40,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,Y,Incident Information,5/16/2020,2:40:00 PM,Non-Food Property Damage,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,Neighbor has video.  No incident.,
Bear/Lion Incident Report,7/5/2020 19:12,Black Bear,Incident Location,50,Park,522 - Fairplay,Area 01,NE,Y,Incident Information,7/5/2020,2:00:00 PM,Food Source Property Damage,Vehicles,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFiODA0YTY0LlBob3RvJTIwMS4yMjQ0MjguMzkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTBlZjQ1NDVlMzQyZmExMjIzNzhkM2YxN2MyM2Q2ODJkNTY1NGI2NTBlMjM1ZWJmMDliY2VjMDE4YjRlZjBlMTYyMjA2ZTdhMmEzYzkwNGE4N2E3ZjRiZDNmNTcxM2VlZQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFiODA0YTY0LlBob3RvJTIwMi4yMjQ0MjguMjktMS5qcGcmYXBwVmVyc2lvbj0xLjAwMDMyMCZzaWduYXR1cmU9MjdmNzVmNTIzNTIyYTM2N2NlYTkxYzVkNTYzNTVmNzI4NTRmZmMwYzE4YWEwMDRlNGNkOWFmMjVmNGZhMzA5Y2ZmYzAxNTY3Y2Y4ZGYyODJkMjNjZTc1OTQ4OWE5MDg3&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFiODA0YTY0LlBob3RvJTIwMy4yMjQ0MjguMzUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTg1ZWNlYzA0NTVkNmMxZDdiMzU1MTlhZTFiNmIzMTQ2MzRmMDJmNWY4YzJjNGIxZTM1MTQ2NWM3MTcxNzE2MGUyMzY5NjFjZjU4N2E1OTgxZjFkYzE0M2IwNTM1N2QwYw==&w=600,,,,
Bear/Lion Incident Report,8/16/2020 12:45,Black Bear,Incident Location,76,Rio Grande,365 - S Fk/Del Norte,Area 17,SW,Y,Incident Information,8/15/2020,7:00:00 PM,Sighting,,Hazed,Less lethal round,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/16/2020 11:23,Black Bear,Incident Location,37,Summit,488 - Breckenridge E,Area 09,NW,Y,Incident Information,6/29/2020,11:23:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZkYjZmOTcyLlBob3RvJTIwMS4xNzQ5NTUuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWVlMzQ5M2U0NDIyMjU5ODkwOTBhYWFjNTAwMGUxN2U0OTE2YTQ3NzUwY2ZmNzcyZTk2OTdkMTE1NDBiNmFjOGMxNjVjYmVjODRkNjBiNjg5NzY1NWQ0NGMyMTUzYWY3OA==&w=600,,,,,"Multiple calls about yearling black colored bear walking through Keystone neighborhood getting into trash. Based on photos/video, appeared to be same bear that broke into crepe shop in River Run, and gotten into other trash earlier in the season. When Officer Kay showed up to residence, bear was eating trash on the side of yard. RP had just gotten back from camping trip and hadn't unloaded trash from trailer yet.  Bear left when approached but showed little fear of humans earlier in the day when moving through neighborhood. Officer Kay tried to follow and dart bear for removal but could not locate. Set trap up at residence for four days, but bear did not return.",
Bear/Lion Incident Report,8/19/2020 16:50,Black Bear,Incident Location,18,Grand,483 - Granby,Area 09,NW,Y,Incident Information,8/18/2020,12:00:00 AM,Food Source Property Damage,Vehicles,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,11/9/2020 9:15,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,11/8/2020,5:42:00 PM,"Non-Food Property Damage , Sighting",,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,11/11/2020 8:08,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,11/10/2020,6:37:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 9:55,Black Bear,Incident Location,131,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,7/19/2020,8:04:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/21/2020 14:14,Black Bear,Incident Location,23,Rio Blanco,425 - Meeker S,Area 06,NW,N,Incident Information,8/12/2020,2:14:00 PM,Food Source Property Damage,Livestock,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/12/2020 11:33,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,Y,Incident Information,10/10/2020,12:00:00 AM,Non-Food Property Damage,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/14/2020 9:00,Black Bear,Incident Location,29,Boulder,128 - Boulder S,Area 02,NE,Y,Incident Information,9/12/2020,11:00:00 AM,Sighting,,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/22/2020 8:12,Black Bear,Incident Location,421,Mesa,444 - Collbran,Area 07,NW,N,Incident Information,10/21/2020,8:55:00 PM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,Y,Verbal Warning,,,,,,,,,,,,,,,,,N,,,,,,"Bear eating trash in ally near address. Town of Collbran is i the process of fining the neighbir for trash buildup. If trash is not removed on 10-22-2020, a citation will be issued by Collbran Marshall",
Bear/Lion Incident Report,9/8/2020 22:31,Black Bear,Incident Location,391,Jefferson,546 - Lakewd/SW Den,Area 05,NE,Y,Incident Information,9/8/2020,8:49:00 PM,"Food Source Property Damage , Sighting",Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/29/2020 12:53,Black Bear,Incident Location,12,Rio Blanco,426 - Meeker N,Area 06,NW,N,Incident Information,6/25/2020,12:53:00 PM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/9/2020 9:08,Black Bear,Incident Location,22,Rio Blanco,423 - Meeker W,Area 06,NW,Y,Incident Information,6/7/2020,6:10:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/8/2020 8:29,Black Bear,Incident Location,51,Douglas,541 - Littleton,Area 05,NE,Y,Incident Information,6/8/2020,8:29:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/20/2020 10:12,Black Bear,Incident Location,20,Larimer,123 - Loveland,Area 02,NE,Y,Incident Information,9/19/2020,6:12:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/29/2020 15:21,Black Bear,Incident Location,62,Montrose,384 - Montrose E,Area 18,SW,N,Incident Information,5/28/2020,8:00:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/26/2020 7:56,Black Bear,Incident Location,28,Grand,483 - Granby,Area 09,NW,Y,Incident Information,8/26/2020,7:56:00 AM,"Non-Food Property Damage , Sighting",,"Advice/Phone Call , Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjA0ZTEzMzZlLlBob3RvJTIwMS4xNDAzNTYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTVhMzRhMzQwNDNkNDY2NzllMmIyNzBjMTBmOTc5N2QzMWI4N2UwM2I0N2VkYjVjYjUxMGJkOTRlNmNkYjEyY2U2YzgxZjQxZDgxNGI0ODY1ODZkNDJjMzczYWQyNWFlMw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjA0ZTEzMzZlLlBob3RvJTIwMi4xNDAzNTYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTIyNGM5NmIzOWExNmU5ZWUyMTQ5NjFlZWY1MzY1OWM0ZjMyMGJjNjYzYzlmYTBmODg4YjZiMjhkZTQyZjU5NzM5NWUxNTZmODBlNDE5YjcxMzU5OWJjYTU5N2Q4MGMzYg==&w=600,,,,RP has seen good size jet black bear numerous times.  Bear has been seen chasing his dogs.  Bear broke a wood cross member of screen door to house.  WO Behncke set a trap near entrance of driveway ( RP was concerned about having trap closer to house with dogs).,
Bear/Lion Incident Report,8/7/2020 8:51,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,8/3/2020,5:45:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,4/7/2020 10:47,Black Bear,Incident Location,45,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,4/6/2020,2:15:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,Y,Devin.duval@state.co.us; Brian.wodrich@state.co.us,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,"Per Avon Police who responded to the call and performed the site visit. They were unable to find the bear:

Brian,
 
I appreciate the phone call and assistance. As follows is a synopsis of reported events on 04/06/2020 at The Aspens, Trailer 143.
 
-RP says bear was observed on front patio of trailer.
 
-Upon arrival, large trashcan with secured lid was tipped onto its side with trash strewn across the front driveway.
 
-Located additional trash disturbed at trailer 43. Bear was heard to jump over fence located to the north of trailer 43.
 
-Juveniles on scene said they heard the bear on the patio and turned patio light off attempting to deter bear. Bear was said to then shake the front entryway door.
 
-Juveniles have video of first incident (03/28/2020) and incident occurring tonight.
 
-The Aspens was canvassed for further bear activity. No additional activity was located.
 
Contact for Trailer 143:
 
Mother
Sandra Patricia Camunez Nunez (DOB 11/02/82)
(970)376-8443
 
Juveniles
Eimy Nunez Ochoa
Hilda Murillo Nunez
 
 
Respectfully, 

John Mackey | Police Officer
Field Training Officer | POST Driving Instructor 
5:30PM-5AM Sunday-Tuesday and every other Saturday 
970.748.4015(D)|970.845.7098(F)|970.748.4040(O)
jmackey@avon.org
www.avonpolice.org
www.facebook.com/AvonPolice",
Bear/Lion Incident Report,6/4/2020 12:10,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,6/4/2020,12:10:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/19/2020 11:55,Black Bear,Incident Location,131,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,6/18/2020,11:55:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/30/2020 9:24,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,7/30/2020,3:30:00 AM,Food Source Property Damage,Other,"Advice/Phone Call , Site Inspection , Trap Set , Educational Materials , Euthanized",,Y,N,,,,,,Female,Adult,Black,N,,Site Inspection,Y,Verbal Warning,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjkyNmQ2MzI3LlBob3RvJTIwMS4xNTI5MTkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTkxY2MyNWMzNzEzMjEwZjRkMTBjYzZhZWEzZGRjNTk1NGUwYzg5YTRhNzgwODUxMDFjMDcyNmJiNDFmNzZhMjM3ZjUyYmIwYWU5NjRmMjNkODQzODBlMDM3YTIxNTVmZg==&w=600,,,,,"Bear came into home by opening screen door. RP had left the glass sliding door open and only had the screen closed. Bear came into the home and into the kitchen, got into bird feed in the house as well as good on the counter. Broke dishes left on counters, ran into the office and excited out the window. Trap was set and education given.

8/3/2020 Racoon caught in trap. WL290 released the racoon and freshened the bait in the trap.",
Bear/Lion Incident Report,6/23/2020 16:27,Black Bear,Incident Location,20,Boulder,122 - Longmont S,Area 02,NE,Y,Incident Information,6/23/2020,8:27:00 AM,Food Source Property Damage,Other,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/28/2020 8:16,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,10/27/2020,5:12:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,12/28/2020 8:04,Black Bear,Incident Location,471,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,12/23/2020,7:34:00 AM,"Food Source Property Damage , Unsubstantiated",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/27/2020 18:47,Black Bear,Incident Location,69,Fremont,265 - Canon City S,Area 13,SE,Y,Incident Information,5/27/2020,1:30:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection , Educational Materials",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,Bear turned over trashcan and was eating in the front yard.  Recommended not putting trash out until morning of pickup.  Showed homeowner how to secure the can with a ratchet strap.  Also spoke to the neighbors about the bear and gave standard bear aware recommendations.  Blonde colored bear with an ear tag.  Neighbor had the bear on his Ring Security System.  Could not verify an eartag number.,
